관리번호,운동기구명,동시사용인원,운동기구설치일,공원관리번호,공원명,관리기관전화번호,관리기관명,데이터기준일자,안내판유무,운동기구시설상태,운동기구특성,운동기구수리필요,운동기구너비(W),운동기구길이(L),운동기구높이(H),KC인증유무,위치명,설치위치,위도,경도,도로명주소,지번주소,행정동,제조사이름,제조사주소,제조사전화번호,제조사팩스번호,제조사홈페이지,전경사진,안내판사진
"27140-00053-02-05-008","노젓기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리,복부","N",0.79,0.97,1.07,"N","사복노을공원",5,35.8761901855,128.7518920898,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-008-01.jpg","27140-00053-02-05-008-02.jpg"
"27200-00029-02-05-156","역기내(올)리기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","양호","상체,등,어깨,팔","N",0.80,2.26,1.86,"Y","앞산공원",10,35.8313630114,128.5686122106,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)미래파크","대구광역시 북구 검단동로27-11(검단동)","053-218-7775","053-218-7774","","27200-00029-02-05-156-01.jpg","27200-00029-02-05-156-02.jpg"
"27140-00053-02-05-009","윗몸일으키기",2,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리,복부","N",1.50,1.46,0.84,"N","사복노을공원",5,35.8761978149,128.7519226074,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-009-01.jpg","27140-00053-02-05-009-02.jpg"
"27200-00029-02-05-157","공중걷기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","양호","심폐,허리","N",1.04,2.75,1.86,"Y","앞산공원",10,35.8312645474,128.5686423605,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)미래파크","대구광역시 북구 검단동로27-11(검단동)","053-218-7775","053-218-7774","","27200-00029-02-05-157-01.jpg","27200-00029-02-05-157-02.jpg"
"27140-00053-02-05-010","달리기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","심폐,상체,하체,허리,팔,다리","N",0.55,1.41,1.64,"N","사복노을공원",5,35.8763885498,128.7519683838,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-010-01.jpg","27140-00053-02-05-010-02.jpg"
"27200-00029-02-05-158","달리기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","양호","하반신,무릎,대퇴사두근","N",0.65,2.71,1.86,"Y","앞산공원",10,35.8312764211,128.5686032647,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)미래파크","대구광역시 북구 검단동로27-11(검단동)","053-218-7775","053-218-7774","","27200-00029-02-05-158-01.jpg","27200-00029-02-05-158-02.jpg"
"27200-00029-02-05-159","오금펴기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","양호","하반신,무릎,대퇴사두근","N",0.53,2.32,1.96,"Y","앞산공원",10,35.8312774862,128.5685673497,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)미래파크","대구광역시 북구 검단동로27-11(검단동)","053-218-7775","053-218-7774","","27200-00029-02-05-159-01.jpg","27200-00029-02-05-159-02.jpg"
"27710-00068-02-05-004","오금펴기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","둔근,하체","N",0.45,1.98,1.80,"N","국가산단3근린공원",9,35.6462950503,128.4304991083,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","","www.designpark.or.kr","27710-00068-02-05-004-01.jpg","27710-00068-02-05-004-02.jpg"
"27140-00053-02-05-011","노젓기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리,복부","N",0.86,0.98,1.07,"N","사복노을공원",5,35.8764152527,128.7519683838,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-011-01.jpg","27140-00053-02-05-011-02.jpg"
"27140-00053-02-05-012","달리기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","심폐,상체,하체,허리,팔,다리","N",0.57,1.42,1.73,"N","사복노을공원",5,35.8767852783,128.751953125,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-012-01.jpg","27140-00053-02-05-012-02.jpg"
"27200-00029-02-05-160","노젓기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","양호","허리,복부","N",1.00,1.85,1.86,"Y","앞산공원",10,35.8312816536,128.5685282994,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)미래파크","대구광역시 북구 검단동로27-11(검단동)","053-218-7775","053-218-7774","","27200-00029-02-05-160-01.jpg","27200-00029-02-05-160-02.jpg"
"27710-00068-02-05-005","허리돌리기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,옆구리,복부","N",0.58,1.77,1.83,"N","국가산단3근린공원",9,35.6462850662,128.4303912832,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-005-01.jpg","27710-00068-02-05-005-02.jpg"
"27710-00068-02-05-006","달리기",1,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,상체,하체,허리,팔,다리","N",0.42,1.15,1.55,"N","국가산단3근린공원",9,35.6462654211,128.4304645378,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00068-02-05-006-01.jpg","27710-00068-02-05-006-02.jpg"
"27710-00068-02-05-007","공중걷기",1,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","엉덩이,무릎,발목,발,하체","N",1.10,0.50,1.40,"N","국가산단3근린공원",9,35.646320877,128.4304112429,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00068-02-05-007-01.jpg","27710-00068-02-05-007-02.jpg"
"27710-00046-02-05-009","등허리지압",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","등,허리,척추","N",0.61,1.80,1.89,"N","비슬구천공원",10,35.6982421875,128.4647064209,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-009-01.jpg","27710-00046-02-05-009-02.jpg"
"27710-00046-02-05-010","달리기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","상체,하체,허리,심폐","N",0.48,2.84,1.88,"N","비슬구천공원",10,35.6982688904,128.4646759033,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-010-01.jpg","27710-00046-02-05-010-02.jpg"
"27710-00046-02-05-011","공중걷기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,하체,허리","N",0.81,2.47,1.89,"N","비슬구천공원",10,35.6982917786,128.464630127,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-011-01.jpg","27710-00046-02-05-011-02.jpg"
"27140-00053-02-05-013","노젓기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리,복부","N",0.85,0.97,1.05,"N","사복노을공원",10,35.8772125244,128.7506561279,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-013-01.jpg","27140-00053-02-05-013-02.jpg"
"27140-00053-02-05-014","팔돌리기",2,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","어깨","N",1.08,1.50,1.49,"N","사복노을공원",10,35.8771514893,128.7505645752,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-014-01.jpg","27140-00053-02-05-014-02.jpg"
"27710-00046-02-05-012","역기내(올)리기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","상체,가슴,어깨","N",0.75,2.46,1.88,"N","비슬구천공원",10,35.6982879639,128.4645843506,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울시 강서구 화곡6동 1112-20 3층","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-012-01.jpg","27710-00046-02-05-012-02.jpg"
"27710-00068-02-05-008","달리기",1,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,하체,상체,허리,팔,다리","N",0.45,1.25,1.58,"N","국가산단3근린공원",6,35.6454079853,128.4301945809,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00068-02-05-008-01.jpg","27710-00068-02-05-008-02.jpg"
"27260-00072-02-05-084","허리돌리기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","N","보통","허리,복부,허벅지","N",0.60,1.50,1.57,"N","범어공원",12,35.8526496887,128.6320800781,"","대구광역시 수성구 황금동 산 19","황금1동","","","","","","27260-00072-02-05-084-01.jpg","27260-00072-02-05-084-02.jpg"
"27140-00053-02-05-015","윗몸일으키기",2,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리,복부","N",1.49,1.46,0.83,"N","사복노을공원",10,35.8771858215,128.7505645752,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-015-01.jpg","27140-00053-02-05-015-02.jpg"
"27140-00053-02-05-016","달리기",1,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","심폐,상체,하체,허리,팔,다리","N",0.58,1.40,1.71,"N","사복노을공원",10,35.8772163391,128.7506103516,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-016-01.jpg","27140-00053-02-05-016-02.jpg"
"27260-00072-02-05-085","허리돌리기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","N","보통","허리,복부,허벅지","N",0.56,1.50,1.47,"N","범어공원",12,35.8525351447,128.6320761745,"","대구광역시 수성구 황금동 산 19","황금1동","","","","","","27260-00072-02-05-085-01.jpg","27260-00072-02-05-085-02.jpg"
"27710-00046-02-05-013","파도타기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,혈액순환,소화기계통,허리,요추,하체","N",0.82,1.84,1.87,"N","비슬구천공원",10,35.698425293,128.4642486572,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-013-01.jpg","27710-00046-02-05-013-02.jpg"
"27140-00053-02-05-017","허리돌리기",3,"2016-12-13","27140-00053","사복노을공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리","N",1.42,1.87,1.55,"N","사복노을공원",10,35.8771781921,128.7505950928,"","대구광역시 동구 사복동 837-5","혁신동","","","","","","27140-00053-02-05-017-01.jpg","27140-00053-02-05-017-02.jpg"
"27710-00046-02-05-014","기타",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","상체,등,어깨","N",0.48,1.74,1.98,"N","비슬구천공원",10,35.6984291077,128.4642181396,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울시 강서구 화곡6동 1112-20 3층","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-014-01.jpg","27710-00046-02-05-014-02.jpg"
"27710-00046-02-05-015","노젓기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,상체,복부","N",0.98,2.02,1.86,"N","비슬구천공원",10,35.6984519958,128.4641876221,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-015-01.jpg","27710-00046-02-05-015-02.jpg"
"27710-00068-02-05-009","윗몸일으키기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부,척추","N",1.21,1.34,0.62,"N","국가산단3근린공원",6,35.6454554599,128.4302441898,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00068-02-05-009-01.jpg","27710-00068-02-05-009-02.jpg"
"27710-00068-02-05-010","허리돌리기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,옆구리,복부","N",0.58,1.65,1.85,"N","국가산단3근린공원",6,35.6454140764,128.4302508125,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-010-01.jpg","27710-00068-02-05-010-02.jpg"
"27710-00046-02-05-016","허리돌리기",2,"2015-06-30","27710-00046","비슬구천공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부","N",0.47,1.84,1.87,"N","비슬구천공원",10,35.6984863281,128.4641723633,"","대구광역시 달성군 유가읍 쌍계리 651","유가읍","금보인터내셔널","서울 양천구 신정동 942-14","1588-6731","02-2606-3564","www.kumbo21.com","27710-00046-02-05-016-01.jpg","27710-00046-02-05-016-02.jpg"
"27710-00068-02-05-011","공중걷기",1,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","엉덩이,무릎,발목,발,하체","N",1.10,0.50,1.43,"N","국가산단3근린공원",12,35.6481426153,128.4322264567,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00068-02-05-011-01.jpg","27710-00068-02-05-011-02.jpg"
"27710-00068-02-05-012","파도타기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,하체","N",0.84,1.36,1.85,"N","국가산단3근린공원",12,35.6481023746,128.4322204358,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-012-01.jpg","27710-00068-02-05-012-02.jpg"
"27710-00068-02-05-013","허리돌리기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,옆구리,복부","N",0.58,1.73,1.89,"N","국가산단3근린공원",12,35.6480668401,128.4321937575,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-013-01.jpg","27710-00068-02-05-013-02.jpg"
"27710-00068-02-05-014","오금펴기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","둔근,하체","N",0.42,2.17,1.84,"N","국가산단3근린공원",12,35.6482429504,128.4322662354,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-014-01.jpg","27710-00068-02-05-014-02.jpg"
"27710-00068-02-05-015","팔돌리기",2,"2016-12-23","27710-00068","국가산단3근린공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","팔,어깨,옆구리","N",1.12,0.95,1.90,"N","국가산단3근린공원",12,35.6481892523,128.4322451452,"대구광역시 달성군 구지면 국가산단동로 181","대구광역시 달성군 구지면 고봉리 996","구지면","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","080-205-6006","","www.designpark.or.kr","27710-00068-02-05-015-01.jpg","27710-00068-02-05-015-02.jpg"
"27260-00072-02-05-086","달리기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,혈관순환,소화기계통,허리,요추,팔","N",0.56,2.96,2.03,"N","범어공원",2,35.8539237976,128.6341705322,"","대구광역시 수성구 황금동 산 19","황금1동","경일산업주식회사","경기도 김포시 통진읍 옹정리 260-7","02-2648-8000","02-2648-3763","http://www.kyungil21.co.kr","27260-00072-02-05-086-01.jpg","27260-00072-02-05-086-02.jpg"
"27260-00072-02-05-087","팔돌리기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","상체,등,어깨","N",0.99,0.95,2.03,"N","범어공원",2,35.8540229797,128.6342163086,"","대구광역시 수성구 황금동 산 19","황금1동","경일산업주식회사","경기도 김포시 통진읍 옹정리 260-7","02-2648-8000","02-2648-3763","http://www.kyungil21.co.kr","27260-00072-02-05-087-01.jpg","27260-00072-02-05-087-02.jpg"
"27260-00072-02-05-088","허리돌리기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복부,허벅지","N",0.46,1.70,1.95,"N","범어공원",2,35.8539390564,128.6342468262,"","대구광역시 수성구 황금동 산 19","황금1동","경일산업주식회사","경기도 김포시 통진읍 옹정리 260-7","02-2648-8000","02-2648-3763","http://www.kyungil21.co.kr","27260-00072-02-05-088-01.jpg","27260-00072-02-05-088-02.jpg"
"27260-00072-02-05-089","파도타기",2,"2021-11-22","27260-00072","범어공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,혈관순환,소화기계통,허리,요추,팔","N",0.79,1.80,1.99,"N","범어공원",2,35.8539848328,128.6342468262,"","대구광역시 수성구 황금동 산 19","황금1동","경일산업주식회사","경기도 김포시 통진읍 옹정리 260-7","02-2648-8000","02-2648-3763","http://www.kyungil21.co.kr","27260-00072-02-05-089-01.jpg","27260-00072-02-05-089-02.jpg"
"27710-00037-02-05-001","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,내분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",6,35.8656463623,128.4604492188,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-001-01.jpg","27710-00037-02-05-001-02.jpg"
"27710-00037-02-05-002","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,내분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",6,35.8656921387,128.4604797363,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-002-01.jpg","27710-00037-02-05-002-02.jpg"
"27710-00037-02-05-003","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,내분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",6,35.8657608032,128.4605102539,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-003-01.jpg","27710-00037-02-05-003-02.jpg"
"27710-00037-02-05-004","윗몸일으키기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부","N",1.35,1.27,2.05,"N","다사공원",6,35.8657302856,128.4604492188,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 마포동 324-3 3F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-004-01.jpg","27710-00037-02-05-004-02.jpg"
"27710-00037-02-05-005","윗몸일으키기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부","N",1.48,1.28,1.99,"N","다사공원",12,35.8679008484,128.4616546631,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","","","","","","27710-00037-02-05-005-01.jpg","27710-00037-02-05-005-02.jpg"
"27710-00037-02-05-006","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,내분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",12,35.8678741455,128.4616546631,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00037-02-05-006-01.jpg","27710-00037-02-05-006-02.jpg"
"27710-00037-02-05-007","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,혈액순환","N",0.75,1.56,2.05,"N","다사공원",12,35.8679237366,128.4616546631,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","DesignPark","","","","","27710-00037-02-05-007-01.jpg","27710-00037-02-05-007-02.jpg"
"27710-00037-02-05-008","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",11,35.8686218262,128.459854126,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00037-02-05-008-01.jpg","27710-00037-02-05-008-02.jpg"
"27710-00037-02-05-009","윗몸일으키기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부","N",1.48,1.28,1.99,"N","다사공원",11,35.8686561584,128.459854126,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00037-02-05-009-01.jpg","27710-00037-02-05-009-02.jpg"
"27710-00037-02-05-010","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,혈액순환","N",0.75,1.56,2.05,"N","다사공원",11,35.868686676,128.459854126,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","DesignPark","","","","","27710-00037-02-05-010-01.jpg","27710-00037-02-05-010-02.jpg"
"27710-00037-02-05-011","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,내분비계통,혈액순환","N",0.75,1.56,2.05,"N","다사공원",6,35.8656082153,128.4618225098,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-011-01.jpg","27710-00037-02-05-011-02.jpg"
"27710-00037-02-05-012","거꾸로 매달리기",1,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","뇌,심장,혈액순환","N",0.80,1.25,1.42,"N","다사공원",6,35.8656027645,128.461847123,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-012-01.jpg","27710-00037-02-05-012-02.jpg"
"27710-00037-02-05-013","허리돌리기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","허리,복부,발,혈액순환","N",0.75,1.56,2.05,"N","다사공원",4,35.8659744263,128.4638824463,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","DesignPark","","","","","27710-00037-02-05-013-01.jpg","27710-00037-02-05-013-02.jpg"
"27710-00037-02-05-014","윗몸일으키기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부,옆구리","N",1.35,1.27,2.05,"N","다사공원",4,35.8660011292,128.4638061523,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층","080-205-6006","02-706-9773","www.dp566.com","27710-00037-02-05-014-01.jpg","27710-00037-02-05-014-02.jpg"
"27710-00037-02-05-015","파도타기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","복부,허리","N",0.85,1.53,2.05,"N","다사공원",4,35.8660316467,128.463760376,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27710-00037-02-05-015-01.jpg","27710-00037-02-05-015-02.jpg"
"27710-00037-02-05-016","공중걷기",2,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","심폐,하체","N",0.77,2.66,2.05,"N","다사공원",4,35.866065979,128.4637145996,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층","080-205-6006","02-706-9773","www.designpark.or.kr","27710-00037-02-05-016-01.jpg","27710-00037-02-05-016-02.jpg"
"27710-00037-02-05-017","거꾸로 매달리기",1,"2010-05-01","27710-00037","다사공원","053-668-2850","대구광역시 달성군청","2022-12-09","Y","보통","뇌,심장,혈액순환","N",0.80,1.25,1.42,"N","다사공원",4,35.866104126,128.463684082,"","대구광역시 달성군 다사읍 매곡리 1515","다사읍","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27710-00037-02-05-017-01.jpg","27710-00037-02-05-017-02.jpg"
